CODMUN6,CODMUN7,MUNI,UF
220465,2204659,Ilha Grande,PI
220470,2204709,Inhuma,PI
220480,2204808,Ipiranga do Piauí,PI
220490,2204907,Isaías Coelho,PI
220500,2205003,Itainópolis,PI
220510,2205102,Itaueira,PI
220515,2205151,Jacobina do Piauí,PI
220520,2205201,Jaicós,PI
220525,2205250,Jardim do Mulato,PI
220527,2205276,Jatobá do Piauí,PI
220530,2205300,Jerumenha,PI
220535,2205359,João Costa,PI
220540,2205409,Joaquim Pires,PI
220545,2205458,Joca Marques,PI
220550,2205508,José de Freitas,PI
220551,2205516,Juazeiro do Piauí,PI
220552,2205524,Júlio Borges,PI
220553,2205532,Jurema,PI
220554,2205540,Lagoinha do Piauí,PI
220555,2205557,Lagoa Alegre,PI
220556,2205565,Lagoa do Barro do Piauí,PI
220557,2205573,Lagoa de São Francisco,PI
220558,2205581,Lagoa do Piauí,PI
220559,2205599,Lagoa do Sítio,PI
220560,2205607,Landri Sales,PI
220570,2205706,Luís Correia,PI
220580,2205805,Luzilândia,PI
220585,2205854,Madeiro,PI
220590,2205904,Manoel Emídio,PI
220595,2205953,Marcolândia,PI
220600,2206001,Marcos Parente,PI
220605,2206050,Massapê do Piauí,PI
220610,2206100,Matias Olímpio,PI
220620,2206209,Miguel Alves,PI
220630,2206308,Miguel Leão,PI
220635,2206357,Milton Brandão,PI
220640,2206407,Monsenhor Gil,PI
220650,2206506,Monsenhor Hipólito,PI
220660,2206605,Monte Alegre do Piauí,PI
220665,2206654,Morro Cabeça no Tempo,PI
220667,2206670,Morro do Chapéu do Piauí,PI
220669,2206696,Murici dos Portelas,PI
220670,2206704,Nazaré do Piauí,PI
220672,2206720,Nazária,PI
220675,2206753,Nossa Senhora de Nazaré,PI
220680,2206803,Nossa Senhora dos Remédios,PI
220690,2206902,Novo Oriente do Piauí,PI
220695,2206951,Novo Santo Antônio,PI
220700,2207009,Oeiras,PI
220710,2207108,Olho D'Água do Piauí,PI
220720,2207207,Padre Marcos,PI
220730,2207306,Paes Landim,PI
220735,2207355,Pajeú do Piauí,PI
220740,2207405,Palmeira do Piauí,PI
220750,2207504,Palmeirais,PI
220755,2207553,Paquetá,PI
220760,2207603,Parnaguá,PI
220770,2207702,Parnaíba,PI
220775,2207751,Passagem Franca do Piauí,PI
220777,2207777,Patos do Piauí,PI
220779,2207793,Pau D'Arco do Piauí,PI
220780,2207801,Paulistana,PI
220785,2207850,Pavussu,PI
220790,2207900,Pedro II,PI
220793,2207934,Pedro Laurentino,PI
220795,2207959,Nova Santa Rita,PI
220800,2208007,Picos,PI
220810,2208106,Pimenteiras,PI
220820,2208205,Pio IX,PI
220830,2208304,Piracuruca,PI
220840,2208403,Piripiri,PI
220850,2208502,Porto,PI
220855,2208551,Porto Alegre do Piauí,PI
220860,2208601,Prata do Piauí,PI
220865,2208650,Queimada Nova,PI
220870,2208700,Redenção do Gurguéia,PI
220880,2208809,Regeneração,PI
220885,2208858,Riacho Frio,PI
220887,2208874,Ribeira do Piauí,PI
220890,2208908,Ribeiro Gonçalves,PI
220900,2209005,Rio Grande do Piauí,PI
220910,2209104,Santa Cruz do Piauí,PI
220915,2209153,Santa Cruz dos Milagres,PI
220920,2209203,Santa Filomena,PI
220930,2209302,Santa Luz,PI
220935,2209351,Santana do Piauí,PI
220937,2209377,Santa Rosa do Piauí,PI
220940,2209401,Santo Antônio de Lisboa,PI
220945,2209450,Santo Antônio dos Milagres,PI
220950,2209500,Santo Inácio do Piauí,PI
220955,2209559,São Braz do Piauí,PI
220960,2209609,São Félix do Piauí,PI
220965,2209658,São Francisco de Assis do Piauí,PI
220970,2209708,São Francisco do Piauí,PI
220975,2209757,São Gonçalo do Gurguéia,PI
220980,2209807,São Gonçalo do Piauí,PI
220985,2209856,São João da Canabrava,PI
220987,2209872,São João da Fronteira,PI
220990,2209906,São João da Serra,PI
220995,2209955,São João da Varjota,PI
220997,2209971,São João do Arraial,PI
221000,2210003,São João do Piauí,PI
221005,2210052,São José do Divino,PI
221010,2210102,São José do Peixe,PI
221020,2210201,São José do Piauí,PI
221030,2210300,São Julião,PI
221035,2210359,São Lourenço do Piauí,PI
221037,2210375,São Luis do Piauí,PI
221038,2210383,São Miguel da Baixa Grande,PI
221039,2210391,São Miguel do Fidalgo,PI
221040,2210409,São Miguel do Tapuio,PI
221050,2210508,São Pedro do Piauí,PI
221060,2210607,São Raimundo Nonato,PI
221062,2210623,Sebastião Barros,PI
221063,2210631,Sebastião Leal,PI
221065,2210656,Sigefredo Pacheco,PI
221070,2210706,Simões,PI
221080,2210805,Simplício Mendes,PI
221090,2210904,Socorro do Piauí,PI
221093,2210938,Sussuapara,PI
221095,2210953,Tamboril do Piauí,PI
221097,2210979,Tanque do Piauí,PI
221100,2211001,Teresina,PI
221110,2211100,União,PI
221120,2211209,Uruçuí,PI
221130,2211308,Valença do Piauí,PI
221135,2211357,Várzea Branca,PI
221140,2211407,Várzea Grande,PI
221150,2211506,Vera Mendes,PI
221160,2211605,Vila Nova do Piauí,PI
221170,2211704,Wall Ferraz,PI
230010,2300101,Abaiara,CE
230015,2300150,Acarape,CE
230020,2300200,Acaraú,CE
230030,2300309,Acopiara,CE
230040,2300408,Aiuaba,CE
230050,2300507,Alcântaras,CE
230060,2300606,Altaneira,CE
230070,2300705,Alto Santo,CE
230075,2300754,Amontada,CE
230080,2300804,Antonina do Norte,CE
230090,2300903,Apuiarés,CE
230100,2301000,Aquiraz,CE
230110,2301109,Aracati,CE
230120,2301208,Aracoiaba,CE
230125,2301257,Ararendá,CE
230130,2301307,Araripe,CE
230140,2301406,Aratuba,CE
230150,2301505,Arneiroz,CE
230160,2301604,Assaré,CE
230170,2301703,Aurora,CE
230180,2301802,Baixio,CE
230185,2301851,Banabuiú,CE
230190,2301901,Barbalha,CE
230195,2301950,Barreira,CE
230200,2302008,Barro,CE
230205,2302057,Barroquinha,CE
230210,2302107,Baturité,CE
230220,2302206,Beberibe,CE
230230,2302305,Bela Cruz,CE
230240,2302404,Boa Viagem,CE
230250,2302503,Brejo Santo,CE
230260,2302602,Camocim,CE
230270,2302701,Campos Sales,CE
230280,2302800,Canindé,CE
230290,2302909,Capistrano,CE
230300,2303006,Caridade,CE
230310,2303105,Cariré,CE
230320,2303204,Caririaçu,CE
230330,2303303,Cariús,CE
230340,2303402,Carnaubal,CE
230350,2303501,Cascavel,CE
230360,2303600,Catarina,CE
230365,2303659,Catunda,CE
230370,2303709,Caucaia,CE
230380,2303808,Cedro,CE
230390,2303907,Chaval,CE
230393,2303931,Choró,CE
230395,2303956,Chorozinho,CE
230400,2304004,Coreaú,CE
230410,2304103,Crateús,CE
230420,2304202,Crato,CE
230423,2304236,Croatá,CE
230425,2304251,Cruz,CE
230426,2304269,Deputado Irapuan Pinheiro,CE
230427,2304277,Ererê,CE
230428,2304285,Eusébio,CE
230430,2304301,Farias Brito,CE
230435,2304350,Forquilha,CE
230440,2304400,Fortaleza,CE
230445,2304459,Fortim,CE
230450,2304509,Frecheirinha,CE
230460,2304608,General Sampaio,CE
230465,2304657,Graça,CE
230470,2304707,Granja,CE
230480,2304806,Granjeiro,CE
230490,2304905,Groaíras,CE
230495,2304954,Guaiúba,CE
230500,2305001,Guaraciaba do Norte,CE
230510,2305100,Guaramiranga,CE
230520,2305209,Hidrolândia,CE
230523,2305233,Horizonte,CE
230526,2305266,Ibaretama,CE
230530,2305308,Ibiapina,CE
230533,2305332,Ibicuitinga,CE
230535,2305357,Icapuí,CE
230540,2305407,Icó,CE
230550,2305506,Iguatu,CE
230560,2305605,Independência,CE
230565,2305654,Ipaporanga,CE
230570,2305704,Ipaumirim,CE
230580,2305803,Ipu,CE
230590,2305902,Ipueiras,CE
230600,2306009,Iracema,CE
230610,2306108,Irauçuba,CE
230620,2306207,Itaiçaba,CE
230625,2306256,Itaitinga,CE
230630,2306306,Itapagé,CE
230640,2306405,Itapipoca,CE
230650,2306504,Itapiúna,CE
230655,2306553,Itarema,CE
230660,2306603,Itatira,CE
230670,2306702,Jaguaretama,CE
230680,2306801,Jaguaribara,CE
230690,2306900,Jaguaribe,CE
230700,2307007,Jaguaruana,CE
230710,2307106,Jardim,CE
230720,2307205,Jati,CE
230725,2307254,Jijoca de Jericoacoara,CE
230730,2307304,Juazeiro do Norte,CE
230740,2307403,Jucás,CE
230750,2307502,Lavras da Mangabeira,CE
230760,2307601,Limoeiro do Norte,CE
230763,2307635,Madalena,CE
230765,2307650,Maracanaú,CE
230770,2307700,Maranguape,CE
230780,2307809,Marco,CE
230790,2307908,Martinópole,CE
230800,2308005,Massapê,CE
230810,2308104,Mauriti,CE
230820,2308203,Meruoca,CE
230830,2308302,Milagres,CE
230835,2308351,Milhã,CE
230837,2308377,Miraíma,CE
230840,2308401,Missão Velha,CE
230850,2308500,Mombaça,CE
230860,2308609,Monsenhor Tabosa,CE
230870,2308708,Morada Nova,CE
230880,2308807,Moraújo,CE
230890,2308906,Morrinhos,CE
230900,2309003,Mucambo,CE
230910,2309102,Mulungu,CE
230920,2309201,Nova Olinda,CE
230930,2309300,Nova Russas,CE
230940,2309409,Novo Oriente,CE
230945,2309458,Ocara,CE
230950,2309508,Orós,CE
230960,2309607,Pacajus,CE
230970,2309706,Pacatuba,CE
230980,2309805,Pacoti,CE
230990,2309904,Pacujá,CE
231000,2310001,Palhano,CE
231010,2310100,Palmácia,CE
231020,2310209,Paracuru,CE
231025,2310258,Paraipaba,CE
231030,2310308,Parambu,CE
231040,2310407,Paramoti,CE
231050,2310506,Pedra Branca,CE
231060,2310605,Penaforte,CE
231070,2310704,Pentecoste,CE
231080,2310803,Pereiro,CE
231085,2310852,Pindoretama,CE
231090,2310902,Piquet Carneiro,CE
231095,2310951,Pires Ferreira,CE
231100,2311009,Poranga,CE
231110,2311108,Porteiras,CE
231120,2311207,Potengi,CE
231123,2311231,Potiretama,CE
231126,2311264,Quiterianópolis,CE
231130,2311306,Quixadá,CE
231135,2311355,Quixelô,CE
231140,2311405,Quixeramobim,CE
231150,2311504,Quixeré,CE
231160,2311603,Redenção,CE
231170,2311702,Reriutaba,CE
231180,2311801,Russas,CE
231190,2311900,Saboeiro,CE
231195,2311959,Salitre,CE
231200,2312007,Santana do Acaraú,CE
231210,2312106,Santana do Cariri,CE
231220,2312205,Santa Quitéria,CE
231230,2312304,São Benedito,CE
231240,2312403,São Gonçalo do Amarante,CE
231250,2312502,São João do Jaguaribe,CE
231260,2312601,São Luís do Curu,CE
231270,2312700,Senador Pompeu,CE
231280,2312809,Senador Sá,CE
231290,2312908,Sobral,CE
231300,2313005,Solonópole,CE
231310,2313104,Tabuleiro do Norte,CE
231320,2313203,Tamboril,CE
231325,2313252,Tarrafas,CE
231330,2313302,Tauá,CE
231335,2313351,Tejuçuoca,CE
231340,2313401,Tianguá,CE
231350,2313500,Trairi,CE
231355,2313559,Tururu,CE
231360,2313609,Ubajara,CE
231370,2313708,Umari,CE
231375,2313757,Umirim,CE
231380,2313807,Uruburetama,CE
231390,2313906,Uruoca,CE
231395,2313955,Varjota,CE
231400,2314003,Várzea Alegre,CE
231410,2314102,Viçosa do Ceará,CE
240010,2400109,Acari,RN
240020,2400208,Açu,RN
240030,2400307,Afonso Bezerra,RN
240040,2400406,Água Nova,RN
240050,2400505,Alexandria,RN
240060,2400604,Almino Afonso,RN
240070,2400703,Alto do Rodrigues,RN
240080,2400802,Angicos,RN
240090,2400901,Antônio Martins,RN
240100,2401008,Apodi,RN
240110,2401107,Areia Branca,RN
240120,2401206,Arês,RN
240130,2401305,Augusto Severo,RN
240140,2401404,Baía Formosa,RN
240145,2401453,Baraúna,RN
240150,2401503,Barcelona,RN
240160,2401602,Bento Fernandes,RN
240165,2401651,Bodó,RN
240170,2401701,Bom Jesus,RN
240180,2401800,Brejinho,RN
240185,2401859,Caiçara do Norte,RN
240190,2401909,Caiçara do Rio do Vento,RN
240200,2402006,Caicó,RN
240210,2402105,Campo Redondo,RN
240220,2402204,Canguaretama,RN
240230,2402303,Caraúbas,RN
240240,2402402,Carnaúba dos Dantas,RN
240250,2402501,Carnaubais,RN
240260,2402600,Ceará-Mirim,RN
240270,2402709,Cerro Corá,RN
240280,2402808,Coronel Ezequiel,RN
240290,2402907,Coronel João Pessoa,RN
240300,2403004,Cruzeta,RN
240310,2403103,Currais Novos,RN
240320,2403202,Doutor Severiano,RN
240325,2403251,Parnamirim,RN
240330,2403301,Encanto,RN
240340,2403400,Equador,RN
240350,2403509,Espírito Santo,RN
240360,2403608,Extremoz,RN
240370,2403707,Felipe Guerra,RN
240375,2403756,Fernando Pedroza,RN
240380,2403806,Florânia,RN
240390,2403905,Francisco Dantas,RN
240400,2404002,Frutuoso Gomes,RN
240410,2404101,Galinhos,RN
240420,2404200,Goianinha,RN
240430,2404309,Governador Dix-Sept Rosado,RN
240440,2404408,Grossos,RN
240450,2404507,Guamaré,RN
240460,2404606,Ielmo Marinho,RN
240470,2404705,Ipanguaçu,RN
240480,2404804,Ipueira,RN
240485,2404853,Itajá,RN
240490,2404903,Itaú,RN
240500,2405009,Jaçanã,RN
240510,2405108,Jandaíra,RN
240520,2405207,Janduís,RN
240530,2405306,Januário Cicco,RN
240540,2405405,Japi,RN
240550,2405504,Jardim de Angicos,RN
240560,2405603,Jardim de Piranhas,RN
240570,2405702,Jardim do Seridó,RN
240580,2405801,João Câmara,RN
240590,2405900,João Dias,RN
240600,2406007,José da Penha,RN
240610,2406106,Jucurutu,RN
240615,2406155,Jundiá,RN
240620,2406205,Lagoa d'Anta,RN
240630,2406304,Lagoa de Pedras,RN
240640,2406403,Lagoa de Velhos,RN
240650,2406502,Lagoa Nova,RN
240660,2406601,Lagoa Salgada,RN
240670,2406700,Lajes,RN
240680,2406809,Lajes Pintadas,RN
240690,2406908,Lucrécia,RN
240700,2407005,Luís Gomes,RN
240710,2407104,Macaíba,RN
240720,2407203,Macau,RN
240725,2407252,Major Sales,RN
240730,2407302,Marcelino Vieira,RN
240740,2407401,Martins,RN
240750,2407500,Maxaranguape,RN
240760,2407609,Messias Targino,RN
240770,2407708,Montanhas,RN
240780,2407807,Monte Alegre,RN
240790,2407906,Monte das Gameleiras,RN
240800,2408003,Mossoró,RN
240810,2408102,Natal,RN
240820,2408201,Nísia Floresta,RN
240830,2408300,Nova Cruz,RN
240840,2408409,Olho-d'Água do Borges,RN
240850,2408508,Ouro Branco,RN
240860,2408607,Paraná,RN
240870,2408706,Paraú,RN
240880,2408805,Parazinho,RN
240890,2408904,Parelhas,RN
240895,2408953,Rio do Fogo,RN
240910,2409100,Passa e Fica,RN
240920,2409209,Passagem,RN
240930,2409308,Patu,RN
240933,2409332,Santa Maria,RN
240940,2409407,Pau dos Ferros,RN
240950,2409506,Pedra Grande,RN
240960,2409605,Pedra Preta,RN
240970,2409704,Pedro Avelino,RN
240980,2409803,Pedro Velho,RN
240990,2409902,Pendências,RN
241000,2410009,Pilões,RN
241010,2410108,Poço Branco,RN
241020,2410207,Portalegre,RN
241025,2410256,Porto do Mangue,RN
241030,2410306,Serra Caiada,RN
241040,2410405,Pureza,RN
241050,2410504,Rafael Fernandes,RN
241060,2410603,Rafael Godeiro,RN
241070,2410702,Riacho da Cruz,RN
241080,2410801,Riacho de Santana,RN
241090,2410900,Riachuelo,RN
241100,2411007,Rodolfo Fernandes,RN
241105,2411056,Tibau,RN
241110,2411106,Ruy Barbosa,RN
241120,2411205,Santa Cruz,RN
241140,2411403,Santana do Matos,RN
241142,2411429,Santana do Seridó,RN
241150,2411502,Santo Antônio,RN
241160,2411601,São Bento do Norte,RN
241170,2411700,São Bento do Trairí,RN
241180,2411809,São Fernando,RN
241190,2411908,São Francisco do Oeste,RN
241200,2412005,São Gonçalo do Amarante,RN
241210,2412104,São João do Sabugi,RN
241220,2412203,São José de Mipibu,RN
241230,2412302,São José do Campestre,RN
241240,2412401,São José do Seridó,RN
241250,2412500,São Miguel,RN
241255,2412559,São Miguel do Gostoso,RN
241260,2412609,São Paulo do Potengi,RN
241270,2412708,São Pedro,RN
241280,2412807,São Rafael,RN
241290,2412906,São Tomé,RN
241300,2413003,São Vicente,RN
241310,2413102,Senador Elói de Souza,RN
241320,2413201,Senador Georgino Avelino,RN
241330,2413300,Serra de São Bento,RN
241335,2413359,Serra do Mel,RN
241340,2413409,Serra Negra do Norte,RN
241350,2413508,Serrinha,RN
241355,2413557,Serrinha dos Pintos,RN
241360,2413607,Severiano Melo,RN
241370,2413706,Sítio Novo,RN
241380,2413805,Taboleiro Grande,RN
241390,2413904,Taipu,RN
241400,2414001,Tangará,RN
241410,2414100,Tenente Ananias,RN
241415,2414159,Tenente Laurentino Cruz,RN
241420,2414209,Tibau do Sul,RN
241430,2414308,Timbaúba dos Batistas,RN
241440,2414407,Touros,RN
241445,2414456,Triunfo Potiguar,RN
241450,2414506,Umarizal,RN
241460,2414605,Upanema,RN
241470,2414704,Várzea,RN
241475,2414753,Venha-Ver,RN
241480,2414803,Vera Cruz,RN
241490,2414902,Viçosa,RN
241500,2415008,Vila Flor,RN
250010,2500106,Água Branca,PB
250020,2500205,Aguiar,PB
250030,2500304,Alagoa Grande,PB
250040,2500403,Alagoa Nova,PB
250050,2500502,Alagoinha,PB
250053,2500536,Alcantil,PB
250057,2500577,Algodão de Jandaíra,PB
250060,2500601,Alhandra,PB
250070,2500700,São João do Rio do Peixe,PB
250073,2500734,Amparo,PB
250077,2500775,Aparecida,PB
250080,2500809,Araçagi,PB
250090,2500908,Arara,PB
250100,2501005,Araruna,PB
250110,2501104,Areia,PB
250115,2501153,Areia de Baraúnas,PB
250120,2501203,Areial,PB
250130,2501302,Aroeiras,PB
250135,2501351,Assunção,PB
250140,2501401,Baía da Traição,PB
250150,2501500,Bananeiras,PB
250153,2501534,Baraúna,PB
250157,2501575,Barra de Santana,PB
250160,2501609,Barra de Santa Rosa,PB
250170,2501708,Barra de São Miguel,PB
250180,2501807,Bayeux,PB
250190,2501906,Belém,PB
250200,2502003,Belém do Brejo do Cruz,PB
250205,2502052,Bernardino Batista,PB
250210,2502102,Boa Ventura,PB
250215,2502151,Boa Vista,PB
250220,2502201,Bom Jesus,PB
250230,2502300,Bom Sucesso,PB
250240,2502409,Bonito de Santa Fé,PB
250250,2502508,Boqueirão,PB
250260,2502607,Igaracy,PB
250270,2502706,Borborema,PB
250280,2502805,Brejo do Cruz,PB
250290,2502904,Brejo dos Santos,PB
250300,2503001,Caaporã,PB
250310,2503100,Cabaceiras,PB
250320,2503209,Cabedelo,PB
250330,2503308,Cachoeira dos Índios,PB
250340,2503407,Cacimba de Areia,PB
250350,2503506,Cacimba de Dentro,PB
250355,2503555,Cacimbas,PB
250360,2503605,Caiçara,PB
250370,2503704,Cajazeiras,PB
250375,2503753,Cajazeirinhas,PB
250380,2503803,Caldas Brandão,PB
250390,2503902,Camalaú,PB
250400,2504009,Campina Grande,PB
250403,2504033,Capim,PB
250407,2504074,Caraúbas,PB
250410,2504108,Carrapateira,PB
250415,2504157,Casserengue,PB
250420,2504207,Catingueira,PB
250430,2504306,Catolé do Rocha,PB
250435,2504355,Caturité,PB
250440,2504405,Conceição,PB
250450,2504504,Condado,PB
250460,2504603,Conde,PB
250470,2504702,Congo,PB
250480,2504801,Coremas,PB
250485,2504850,Coxixola,PB
250490,2504900,Cruz do Espírito Santo,PB
250500,2505006,Cubati,PB
250510,2505105,Cuité,PB
250520,2505204,Cuitegi,PB
250523,2505238,Cuité de Mamanguape,PB
250527,2505279,Curral de Cima,PB
250530,2505303,Curral Velho,PB
250535,2505352,Damião,PB
250540,2505402,Desterro,PB
250550,2505501,Vista Serrana,PB
250560,2505600,Diamante,PB
250570,2505709,Dona Inês,PB
250580,2505808,Duas Estradas,PB
250590,2505907,Emas,PB
250600,2506004,Esperança,PB
250610,2506103,Fagundes,PB
250620,2506202,Frei Martinho,PB
250625,2506251,Gado Bravo,PB
250630,2506301,Guarabira,PB
250640,2506400,Gurinhém,PB
250650,2506509,Gurjão,PB
250660,2506608,Ibiara,PB
250670,2506707,Imaculada,PB
250680,2506806,Ingá,PB
250690,2506905,Itabaiana,PB
250700,2507002,Itaporanga,PB
250710,2507101,Itapororoca,PB
250720,2507200,Itatuba,PB
250730,2507309,Jacaraú,PB
250740,2507408,Jericó,PB
250750,2507507,João Pessoa,PB
250760,2507606,Juarez Távora,PB
250770,2507705,Juazeirinho,PB
250780,2507804,Junco do Seridó,PB
250790,2507903,Juripiranga,PB
250800,2508000,Juru,PB
250810,2508109,Lagoa,PB
250820,2508208,Lagoa de Dentro,PB
250830,2508307,Lagoa Seca,PB
250840,2508406,Lastro,PB
250850,2508505,Livramento,PB
250855,2508554,Logradouro,PB
250860,2508604,Lucena,PB
250870,2508703,Mãe d'Água,PB
250880,2508802,Malta,PB
250890,2508901,Mamanguape,PB
250900,2509008,Manaíra,PB
250905,2509057,Marcação,PB
250910,2509107,Mari,PB
250915,2509156,Marizópolis,PB
250920,2509206,Massaranduba,PB
250930,2509305,Mataraca,PB
250933,2509339,Matinhas,PB
250937,2509370,Mato Grosso,PB
250939,2509396,Maturéia,PB
250940,2509404,Mogeiro,PB
250950,2509503,Montadas,PB
250960,2509602,Monte Horebe,PB
250970,2509701,Monteiro,PB
250980,2509800,Mulungu,PB
250990,2509909,Natuba,PB
251000,2510006,Nazarezinho,PB
251010,2510105,Nova Floresta,PB
251020,2510204,Nova Olinda,PB
251030,2510303,Nova Palmeira,PB
251040,2510402,Olho d'Água,PB
251050,2510501,Olivedos,PB
251060,2510600,Ouro Velho,PB
251065,2510659,Parari,PB
251070,2510709,Passagem,PB
251080,2510808,Patos,PB
251090,2510907,Paulista,PB
251100,2511004,Pedra Branca,PB
251110,2511103,Pedra Lavrada,PB
251120,2511202,Pedras de Fogo,PB
251130,2511301,Piancó,PB
251140,2511400,Picuí,PB
251150,2511509,Pilar,PB
251160,2511608,Pilões,PB
251170,2511707,Pilõezinhos,PB
251180,2511806,Pirpirituba,PB
251190,2511905,Pitimbu,PB
251200,2512002,Pocinhos,PB
251203,2512036,Poço Dantas,PB
251207,2512077,Poço de José de Moura,PB
251210,2512101,Pombal,PB
251220,2512200,Prata,PB
251230,2512309,Princesa Isabel,PB
251240,2512408,Puxinanã,PB
251250,2512507,Queimadas,PB
251260,2512606,Quixabá,PB
251270,2512705,Remígio,PB
251272,2512721,Pedro Régis,PB
251274,2512747,Riachão,PB
251275,2512754,Riachão do Bacamarte,PB
251276,2512762,Riachão do Poço,PB
251278,2512788,Riacho de Santo Antônio,PB
251280,2512804,Riacho dos Cavalos,PB
251290,2512903,Rio Tinto,PB
251300,2513000,Salgadinho,PB
251310,2513109,Salgado de São Félix,PB
251315,2513158,Santa Cecília,PB
251320,2513208,Santa Cruz,PB
251330,2513307,Santa Helena,PB
251335,2513356,Santa Inês,PB
251340,2513406,Santa Luzia,PB
251350,2513505,Santana de Mangueira,PB
251360,2513604,Santana dos Garrotes,PB
251365,2513653,Joca Claudino,PB
251370,2513703,Santa Rita,PB
251380,2513802,Santa Teresinha,PB
251385,2513851,Santo André,PB
251390,2513901,São Bento,PB
251392,2513927,São Bentinho,PB
251394,2513943,São Domingos do Cariri,PB
251396,2513968,São Domingos,PB
251398,2513984,São Francisco,PB
251400,2514008,São João do Cariri,PB
251410,2514107,São João do Tigre,PB
251420,2514206,São José da Lagoa Tapada,PB
251430,2514305,São José de Caiana,PB
251440,2514404,São José de Espinharas,PB
251445,2514453,São José dos Ramos,PB
251450,2514503,São José de Piranhas,PB
251455,2514552,São José de Princesa,PB
251460,2514602,São José do Bonfim,PB
251465,2514651,São José do Brejo do Cruz,PB
251470,2514701,São José do Sabugi,PB
251480,2514800,São José dos Cordeiros,PB
251490,2514909,São Mamede,PB
251500,2515005,São Miguel de Taipu,PB
251510,2515104,São Sebastião de Lagoa de Roça,PB
251520,2515203,São Sebastião do Umbuzeiro,PB
251530,2515302,Sapé,PB
251540,2515401,São Vicente do Seridó,PB
251550,2515500,Serra Branca,PB
251560,2515609,Serra da Raiz,PB
251570,2515708,Serra Grande,PB
251580,2515807,Serra Redonda,PB
251590,2515906,Serraria,PB
251593,2515930,Sertãozinho,PB
251597,2515971,Sobrado,PB
251600,2516003,Solânea,PB
251610,2516102,Soledade,PB
251615,2516151,Sossêgo,PB
251620,2516201,Sousa,PB
251630,2516300,Sumé,PB
251640,2516409,Tacima,PB
251650,2516508,Taperoá,PB
251660,2516607,Tavares,PB
251670,2516706,Teixeira,PB
251675,2516755,Tenório,PB
251680,2516805,Triunfo,PB
251690,2516904,Uiraúna,PB
251700,2517001,Umbuzeiro,PB
251710,2517100,Várzea,PB
251720,2517209,Vieirópolis,PB
251740,2517407,Zabelê,PB
260005,2600054,Abreu e Lima,PE
260010,2600104,Afogados da Ingazeira,PE
260020,2600203,Afrânio,PE
260030,2600302,Agrestina,PE
260040,2600401,Água Preta,PE
260050,2600500,Águas Belas,PE
260060,2600609,Alagoinha,PE
260070,2600708,Aliança,PE
260080,2600807,Altinho,PE
260090,2600906,Amaraji,PE
260100,2601003,Angelim,PE
260105,2601052,Araçoiaba,PE
260110,2601102,Araripina,PE
260120,2601201,Arcoverde,PE
260130,2601300,Barra de Guabiraba,PE
260140,2601409,Barreiros,PE
260150,2601508,Belém de Maria,PE
260160,2601607,Belém do São Francisco,PE
260170,2601706,Belo Jardim,PE
260180,2601805,Betânia,PE
260190,2601904,Bezerros,PE
260200,2602001,Bodocó,PE
260210,2602100,Bom Conselho,PE
260220,2602209,Bom Jardim,PE
260230,2602308,Bonito,PE
260240,2602407,Brejão,PE
260250,2602506,Brejinho,PE
260260,2602605,Brejo da Madre de Deus,PE
260270,2602704,Buenos Aires,PE
260280,2602803,Buíque,PE
260290,2602902,Cabo de Santo Agostinho,PE
260300,2603009,Cabrobó,PE
260310,2603108,Cachoeirinha,PE
260320,2603207,Caetés,PE
260330,2603306,Calçado,PE
260340,2603405,Calumbi,PE
260345,2603454,Camaragibe,PE
260350,2603504,Camocim de São Félix,PE
260360,2603603,Camutanga,PE
260370,2603702,Canhotinho,PE
260380,2603801,Capoeiras,PE
260390,2603900,Carnaíba,PE
260392,2603926,Carnaubeira da Penha,PE
260400,2604007,Carpina,PE
260410,2604106,Caruaru,PE
260415,2604155,Casinhas,PE
260420,2604205,Catende,PE
260430,2604304,Cedro,PE
260440,2604403,Chã de Alegria,PE
260450,2604502,Chã Grande,PE
260460,2604601,Condado,PE
260470,2604700,Correntes,PE
260480,2604809,Cortês,PE
260490,2604908,Cumaru,PE
260500,2605004,Cupira,PE
260510,2605103,Custódia,PE
260515,2605152,Dormentes,PE
260520,2605202,Escada,PE
260530,2605301,Exu,PE
260540,2605400,Feira Nova,PE
260545,2605459,Fernando de Noronha,PE
260550,2605509,Ferreiros,PE
260560,2605608,Flores,PE
260570,2605707,Floresta,PE
260580,2605806,Frei Miguelinho,PE
260590,2605905,Gameleira,PE
260600,2606002,Garanhuns,PE
260610,2606101,Glória do Goitá,PE
260620,2606200,Goiana,PE
260630,2606309,Granito,PE
260640,2606408,Gravatá,PE
260650,2606507,Iati,PE
260660,2606606,Ibimirim,PE
260670,2606705,Ibirajuba,PE
260680,2606804,Igarassu,PE
260690,2606903,Iguaracy,PE
260700,2607000,Inajá,PE
260710,2607109,Ingazeira,PE
260720,2607208,Ipojuca,PE
260730,2607307,Ipubi,PE
260740,2607406,Itacuruba,PE
260750,2607505,Itaíba,PE
260760,2607604,Ilha de Itamaracá,PE
260765,2607653,Itambé,PE
260770,2607703,Itapetim,PE
260775,2607752,Itapissuma,PE
260780,2607802,Itaquitinga,PE
260790,2607901,Jaboatão dos Guararapes,PE
260795,2607950,Jaqueira,PE
260800,2608008,Jataúba,PE
260805,2608057,Jatobá,PE
260810,2608107,João Alfredo,PE
